sector,HtM,Low wealth,Wealth Q2,Wealth Q3,High wealth
HH,-0.538039632781584,-0.48948426855143223,-0.43799525554278906,-0.3789913365212394,-0.30394569198340937
HL,0.23407109933155645,0.25349798811151736,0.26754796575516604,0.28314805610791804,0.3010371766921205
LH,-0.38960881929251956,-0.35084003910202943,-0.3193704751768722,-0.2764943780504736,-0.20765892099459116
LL,0.259227672805884,0.2784316550477506,0.2939805592222511,0.3083469256267568,0.3218401142360383
NT,-0.335309798510508,-0.3187496170791948,-0.29723001382890857,-0.26831849988286915,-0.22069310717288682
